data_status,task_id,program_id,category,original_loc,slice_loc,loc_ratio,original_executable_statements,slice_executable_statements,executable_statement_ratio,original_cyclomatic_complexity,slice_cyclomatic_complexity,cyclomatic_complexity_ratio
SYNTHETIC_ILLUSTRATIVE,BR-052-T03,BR-052,Branched,11196,4871,0.435066,9073,3889,0.428634,6174,2128,0.344671
SYNTHETIC_ILLUSTRATIVE,BR-053-T01,BR-053,Branched,10119,4337,0.428600,6367,2467,0.387467,4284,1585,0.369981
SYNTHETIC_ILLUSTRATIVE,BR-053-T02,BR-053,Branched,10119,5353,0.529005,6367,2644,0.415266,4284,1257,0.293417
SYNTHETIC_ILLUSTRATIVE,BR-053-T03,BR-053,Branched,10119,3990,0.394308,6367,2429,0.381498,4284,1624,0.379085
SYNTHETIC_ILLUSTRATIVE,BR-054-T01,BR-054,Branched,8250,3646,0.441939,7771,3324,0.427744,6680,2413,0.361228
SYNTHETIC_ILLUSTRATIVE,BR-054-T02,BR-054,Branched,8250,3779,0.458061,7771,2908,0.374212,6680,2059,0.308234
SYNTHETIC_ILLUSTRATIVE,BR-054-T03,BR-054,Branched,8250,4440,0.538182,7771,2376,0.305752,6680,2241,0.335479
SYNTHETIC_ILLUSTRATIVE,BR-055-T01,BR-055,Branched,8289,3726,0.449511,6358,2687,0.422617,5449,1422,0.260965
SYNTHETIC_ILLUSTRATIVE,BR-055-T02,BR-055,Branched,8289,4040,0.487393,6358,2237,0.351840,5449,1959,0.359516
SYNTHETIC_ILLUSTRATIVE,BR-055-T03,BR-055,Branched,8289,3316,0.400048,6358,2161,0.339887,5449,1488,0.273078
SYNTHETIC_ILLUSTRATIVE,BR-056-T01,BR-056,Branched,8622,3468,0.402227,9376,3884,0.414249,6055,2345,0.387283
SYNTHETIC_ILLUSTRATIVE,BR-056-T02,BR-056,Branched,8622,3606,0.418232,9376,3264,0.348123,6055,1676,0.276796
SYNTHETIC_ILLUSTRATIVE,BR-056-T03,BR-056,Branched,8622,4154,0.481791,9376,3926,0.418729,6055,2169,0.358216
SYNTHETIC_ILLUSTRATIVE,BR-057-T01,BR-057,Branched,8498,4522,0.532125,7061,2427,0.343719,5439,1854,0.340871
SYNTHETIC_ILLUSTRATIVE,BR-057-T02,BR-057,Branched,8498,3918,0.461050,7061,2976,0.421470,5439,1547,0.284427
SYNTHETIC_ILLUSTRATIVE,BR-057-T03,BR-057,Branched,8498,4361,0.513180,7061,2135,0.302365,5439,1559,0.286634
SYNTHETIC_ILLUSTRATIVE,BR-058-T01,BR-058,Branched,11023,5813,0.527352,6199,1658,0.267462,4735,1861,0.393031
SYNTHETIC_ILLUSTRATIVE,BR-058-T02,BR-058,Branched,11023,4794,0.434909,6199,1868,0.301339,4735,2030,0.428722
SYNTHETIC_ILLUSTRATIVE,BR-058-T03,BR-058,Branched,11023,5751,0.521727,6199,2706,0.436522,4735,1453,0.306864
SYNTHETIC_ILLUSTRATIVE,BR-059-T01,BR-059,Branched,9033,4419,0.489206,8431,3755,0.445380,7640,3012,0.394241
SYNTHETIC_ILLUSTRATIVE,BR-059-T02,BR-059,Branched,9033,3947,0.436953,8431,3491,0.414067,7640,2176,0.284817
SYNTHETIC_ILLUSTRATIVE,BR-059-T03,BR-059,Branched,9033,3599,0.398428,8431,3620,0.429368,7640,2233,0.292277
SYNTHETIC_ILLUSTRATIVE,BR-060-T01,BR-060,Branched,10513,4400,0.418529,7569,3106,0.410358,4336,1147,0.264530
SYNTHETIC_ILLUSTRATIVE,BR-060-T02,BR-060,Branched,10513,5307,0.504804,7569,2976,0.393183,4336,1141,0.263146
SYNTHETIC_ILLUSTRATIVE,BR-060-T03,BR-060,Branched,10513,4926,0.468563,7569,2760,0.364645,4336,1444,0.333026
SYNTHETIC_ILLUSTRATIVE,BR-061-T01,BR-061,Branched,10305,4776,0.463464,8632,3668,0.424930,6698,2355,0.351597
SYNTHETIC_ILLUSTRATIVE,BR-061-T02,BR-061,Branched,10305,4580,0.444444,8632,2738,0.317192,6698,1821,0.271872
SYNTHETIC_ILLUSTRATIVE,BR-061-T03,BR-061,Branched,10305,4340,0.421155,8632,2490,0.288462,6698,1855,0.276948
SYNTHETIC_ILLUSTRATIVE,BR-062-T01,BR-062,Branched,8718,4355,0.499541,7246,2420,0.333977,7080,2747,0.387994
SYNTHETIC_ILLUSTRATIVE,BR-062-T02,BR-062,Branched,8718,4690,0.537967,7246,3280,0.452664,7080,2132,0.301130
SYNTHETIC_ILLUSTRATIVE,BR-062-T03,BR-062,Branched,8718,4776,0.547832,7246,1860,0.256693,7080,2768,0.390960
SYNTHETIC_ILLUSTRATIVE,BR-063-T01,BR-063,Branched,9198,4921,0.535008,7739,2291,0.296033,5774,2499,0.432802
SYNTHETIC_ILLUSTRATIVE,BR-063-T02,BR-063,Branched,9198,4752,0.516634,7739,2531,0.327045,5774,1512,0.261864
SYNTHETIC_ILLUSTRATIVE,BR-063-T03,BR-063,Branched,9198,4728,0.514025,7739,3447,0.445406,5774,1582,0.273987
SYNTHETIC_ILLUSTRATIVE,BR-064-T01,BR-064,Branched,9784,4503,0.460241,7098,1939,0.273176,6591,2437,0.369747
SYNTHETIC_ILLUSTRATIVE,BR-064-T02,BR-064,Branched,9784,4934,0.504293,7098,2764,0.389405,6591,2325,0.352754
SYNTHETIC_ILLUSTRATIVE,BR-064-T03,BR-064,Branched,9784,5090,0.520237,7098,2724,0.383770,6591,2106,0.319527
SYNTHETIC_ILLUSTRATIVE,BR-065-T01,BR-065,Branched,10933,4981,0.455593,7224,3221,0.445875,5544,2247,0.405303
SYNTHETIC_ILLUSTRATIVE,BR-065-T02,BR-065,Branched,10933,4483,0.410043,7224,3082,0.426633,5544,2239,0.403860
SYNTHETIC_ILLUSTRATIVE,BR-065-T03,BR-065,Branched,10933,4679,0.427970,7224,2175,0.301080,5544,1955,0.352633
SYNTHETIC_ILLUSTRATIVE,BR-066-T01,BR-066,Branched,8977,3576,0.398351,7683,2318,0.301705,5476,2114,0.386048
SYNTHETIC_ILLUSTRATIVE,BR-066-T02,BR-066,Branched,8977,4339,0.483346,7683,2051,0.266953,5476,1540,0.281227
SYNTHETIC_ILLUSTRATIVE,BR-066-T03,BR-066,Branched,8977,3556,0.396123,7683,2143,0.278928,5476,1535,0.280314
SYNTHETIC_ILLUSTRATIVE,BR-067-T01,BR-067,Branched,11279,5188,0.459970,8968,3250,0.362400,6027,2404,0.398872
SYNTHETIC_ILLUSTRATIVE,BR-067-T02,BR-067,Branched,11279,6042,0.535686,8968,3363,0.375000,6027,2429,0.403020
SYNTHETIC_ILLUSTRATIVE,BR-067-T03,BR-067,Branched,11279,4526,0.401277,8968,3138,0.349911,6027,2158,0.358055
SYNTHETIC_ILLUSTRATIVE,BR-068-T01,BR-068,Branched,8241,3222,0.390972,8257,3405,0.412377,6662,2131,0.319874
SYNTHETIC_ILLUSTRATIVE,BR-068-T02,BR-068,Branched,8241,3813,0.462687,8257,3533,0.427879,6662,2528,0.379466
SYNTHETIC_ILLUSTRATIVE,BR-068-T03,BR-068,Branched,8241,3388,0.411115,8257,2377,0.287877,6662,2639,0.396127
SYNTHETIC_ILLUSTRATIVE,BR-069-T01,BR-069,Branched,11753,5786,0.492300,8432,3797,0.450308,4168,1203,0.288628
SYNTHETIC_ILLUSTRATIVE,BR-069-T02,BR-069,Branched,11753,4642,0.394963,8432,2993,0.354957,4168,1093,0.262236
SYNTHETIC_ILLUSTRATIVE,BR-069-T03,BR-069,Branched,11753,6300,0.536033,8432,3723,0.441532,4168,1673,0.401392
SYNTHETIC_ILLUSTRATIVE,BR-070-T01,BR-070,Branched,11344,4939,0.435384,9407,3621,0.384926,5638,1716,0.304363
SYNTHETIC_ILLUSTRATIVE,BR-070-T02,BR-070,Branched,11344,4422,0.389810,9407,3525,0.374721,5638,2281,0.404576
SYNTHETIC_ILLUSTRATIVE,BR-070-T03,BR-070,Branched,11344,5899,0.520011,9407,3319,0.352822,5638,1700,0.301525
SYNTHETIC_ILLUSTRATIVE,BR-071-T01,BR-071,Branched,9544,4916,0.515088,9679,3594,0.371319,5878,2512,0.427356
SYNTHETIC_ILLUSTRATIVE,BR-071-T02,BR-071,Branched,9544,5153,0.539920,9679,4146,0.428350,5878,2284,0.388568
SYNTHETIC_ILLUSTRATIVE,BR-071-T03,BR-071,Branched,9544,5001,0.523994,9679,3684,0.380618,5878,2325,0.395543
SYNTHETIC_ILLUSTRATIVE,BR-072-T01,BR-072,Branched,9137,3731,0.408340,9857,3661,0.371411,7054,2487,0.352566
SYNTHETIC_ILLUSTRATIVE,BR-072-T02,BR-072,Branched,9137,4322,0.473022,9857,4296,0.435832,7054,3032,0.429827
SYNTHETIC_ILLUSTRATIVE,BR-072-T03,BR-072,Branched,9137,4101,0.448834,9857,3413,0.346251,7054,2776,0.393536
SYNTHETIC_ILLUSTRATIVE,BR-073-T01,BR-073,Branched,10439,4595,0.440176,9675,3124,0.322894,7682,3322,0.432439
SYNTHETIC_ILLUSTRATIVE,BR-073-T02,BR-073,Branched,10439,5055,0.484242,9675,2709,0.280000,7682,2725,0.354725
SYNTHETIC_ILLUSTRATIVE,BR-073-T03,BR-073,Branched,10439,4177,0.400134,9675,3079,0.318243,7682,3244,0.422286
SYNTHETIC_ILLUSTRATIVE,BR-074-T01,BR-074,Branched,11597,5210,0.449254,9225,2441,0.264607,5821,1964,0.337399
SYNTHETIC_ILLUSTRATIVE,BR-074-T02,BR-074,Branched,11597,5906,0.509270,9225,2750,0.298103,5821,1597,0.274351
SYNTHETIC_ILLUSTRATIVE,BR-074-T03,BR-074,Branched,11597,5711,0.492455,9225,2546,0.275989,5821,1668,0.286549
SYNTHETIC_ILLUSTRATIVE,BR-075-T01,BR-075,Branched,11473,4949,0.431361,7994,3321,0.415437,5621,1716,0.305284
SYNTHETIC_ILLUSTRATIVE,BR-075-T02,BR-075,Branched,11473,5079,0.442692,7994,3123,0.390668,5621,1827,0.325031
SYNTHETIC_ILLUSTRATIVE,BR-075-T03,BR-075,Branched,11473,5045,0.439728,7994,3006,0.376032,5621,2071,0.368440
SYNTHETIC_ILLUSTRATIVE,BR-076-T01,BR-076,Branched,10111,5462,0.540204,8285,3706,0.447314,4104,1061,0.258528
SYNTHETIC_ILLUSTRATIVE,BR-076-T02,BR-076,Branched,10111,4116,0.407081,8285,3051,0.368256,4104,1469,0.357943
SYNTHETIC_ILLUSTRATIVE,BR-076-T03,BR-076,Branched,10111,4388,0.433983,8285,3561,0.429813,4104,1343,0.327242
SYNTHETIC_ILLUSTRATIVE,BR-077-T01,BR-077,Branched,9776,4696,0.480360,6185,1616,0.261277,4310,1742,0.404176
SYNTHETIC_ILLUSTRATIVE,BR-077-T02,BR-077,Branched,9776,4007,0.409881,6185,2233,0.361035,4310,1253,0.290719
SYNTHETIC_ILLUSTRATIVE,BR-077-T03,BR-077,Branched,9776,4869,0.498056,6185,2164,0.349879,4310,1767,0.409977
SYNTHETIC_ILLUSTRATIVE,BR-078-T01,BR-078,Branched,9130,4698,0.514567,9317,2945,0.316089,7703,2232,0.289757
SYNTHETIC_ILLUSTRATIVE,BR-078-T02,BR-078,Branched,9130,3624,0.396933,9317,3344,0.358914,7703,2839,0.368558
SYNTHETIC_ILLUSTRATIVE,BR-078-T03,BR-078,Branched,9130,4563,0.499781,9317,3322,0.356553,7703,2410,0.312865
SYNTHETIC_ILLUSTRATIVE,BR-079-T01,BR-079,Branched,9493,4440,0.467713,8764,3789,0.432337,5150,1955,0.379612
SYNTHETIC_ILLUSTRATIVE,BR-079-T02,BR-079,Branched,9493,5089,0.536079,8764,2924,0.333638,5150,2019,0.392039
SYNTHETIC_ILLUSTRATIVE,BR-079-T03,BR-079,Branched,9493,3920,0.412936,8764,2559,0.291990,5150,2025,0.393204
SYNTHETIC_ILLUSTRATIVE,BR-080-T01,BR-080,Branched,10934,5348,0.489117,8318,3577,0.430031,7639,2629,0.344155
SYNTHETIC_ILLUSTRATIVE,BR-080-T02,BR-080,Branched,10934,4368,0.399488,8318,2572,0.309209,7639,2067,0.270585
SYNTHETIC_ILLUSTRATIVE,BR-080-T03,BR-080,Branched,10934,4663,0.426468,8318,2832,0.340466,7639,2610,0.341668
SYNTHETIC_ILLUSTRATIVE,BR-081-T01,BR-081,Branched,11709,5459,0.466223,6999,2170,0.310044,4120,1333,0.323544
SYNTHETIC_ILLUSTRATIVE,BR-081-T02,BR-081,Branched,11709,6308,0.538731,6999,2731,0.390199,4120,1117,0.271117
SYNTHETIC_ILLUSTRATIVE,BR-081-T03,BR-081,Branched,11709,6189,0.528568,6999,2884,0.412059,4120,1281,0.310922
SYNTHETIC_ILLUSTRATIVE,BR-082-T01,BR-082,Branched,11910,5130,0.430730,9619,2692,0.279863,4680,1257,0.268590
SYNTHETIC_ILLUSTRATIVE,BR-082-T02,BR-082,Branched,11910,4780,0.401343,9619,3073,0.319472,4680,1267,0.270726
SYNTHETIC_ILLUSTRATIVE,BR-082-T03,BR-082,Branched,11910,6017,0.505206,9619,4179,0.434453,4680,1658,0.354274
SYNTHETIC_ILLUSTRATIVE,BR-083-T01,BR-083,Branched,9964,3905,0.391911,9994,3615,0.361717,5063,1895,0.374284
SYNTHETIC_ILLUSTRATIVE,BR-083-T02,BR-083,Branched,9964,4288,0.430349,9994,4238,0.424054,5063,1817,0.358878
SYNTHETIC_ILLUSTRATIVE,BR-083-T03,BR-083,Branched,9964,4483,0.449920,9994,3750,0.375225,5063,1518,0.299822
SYNTHETIC_ILLUSTRATIVE,BR-084-T01,BR-084,Branched,10499,4796,0.456805,9613,3742,0.389265,6640,2134,0.321386
SYNTHETIC_ILLUSTRATIVE,BR-084-T02,BR-084,Branched,10499,5505,0.524336,9613,3925,0.408301,6640,2242,0.337651
SYNTHETIC_ILLUSTRATIVE,BR-084-T03,BR-084,Branched,10499,4856,0.462520,9613,4178,0.434620,6640,2775,0.417922
SYNTHETIC_ILLUSTRATIVE,BR-085-T01,BR-085,Branched,10385,4699,0.452480,9849,3184,0.323282,6498,2416,0.371807
SYNTHETIC_ILLUSTRATIVE,BR-085-T02,BR-085,Branched,10385,5007,0.482138,9849,3505,0.355874,6498,1732,0.266544
SYNTHETIC_ILLUSTRATIVE,BR-085-T03,BR-085,Branched,10385,5586,0.537891,9849,3878,0.393746,6498,2625,0.403970
SYNTHETIC_ILLUSTRATIVE,BR-086-T01,BR-086,Branched,10364,5304,0.511772,9290,3232,0.347901,5909,2010,0.340159
SYNTHETIC_ILLUSTRATIVE,BR-086-T02,BR-086,Branched,10364,5506,0.531262,9290,3321,0.357481,5909,2241,0.379252
SYNTHETIC_ILLUSTRATIVE,BR-086-T03,BR-086,Branched,10364,5482,0.528946,9290,3296,0.354790,5909,1741,0.294635
SYNTHETIC_ILLUSTRATIVE,BR-087-T01,BR-087,Branched,9102,3769,0.414085,6350,2685,0.422835,6277,2580,0.411024
SYNTHETIC_ILLUSTRATIVE,BR-087-T02,BR-087,Branched,9102,4032,0.442980,6350,2515,0.396063,6277,2560,0.407838
SYNTHETIC_ILLUSTRATIVE,BR-087-T03,BR-087,Branched,9102,4915,0.539991,6350,1838,0.289449,6277,2430,0.387128
SYNTHETIC_ILLUSTRATIVE,BR-088-T01,BR-088,Branched,8059,6447,0.799975,8177,3613,0.441849,7682,2207,0.287295
SYNTHETIC_ILLUSTRATIVE,BR-088-T02,BR-088,Branched,8059,3977,0.493486,8177,3481,0.425706,7682,3100,0.403541
SYNTHETIC_ILLUSTRATIVE,BR-088-T03,BR-088,Branched,8059,4242,0.526368,8177,3096,0.378623,7682,2679,0.348737
SYNTHETIC_ILLUSTRATIVE,BR-089-T01,BR-089,Branched,11471,5455,0.475547,7312,3308,0.452407,6503,1771,0.272336
SYNTHETIC_ILLUSTRATIVE,BR-089-T02,BR-089,Branched,11471,5820,0.507366,7312,2690,0.367888,6503,2493,0.383362
SYNTHETIC_ILLUSTRATIVE,BR-089-T03,BR-089,Branched,11471,5779,0.503792,7312,2552,0.349015,6503,2750,0.422882
SYNTHETIC_ILLUSTRATIVE,BR-090-T01,BR-090,Branched,9029,4308,0.477129,7474,2510,0.335831,6359,2104,0.330870
SYNTHETIC_ILLUSTRATIVE,BR-090-T02,BR-090,Branched,9029,4152,0.459852,7474,2984,0.399251,6359,1872,0.294386
SYNTHETIC_ILLUSTRATIVE,BR-090-T03,BR-090,Branched,9029,3937,0.436039,7474,2806,0.375435,6359,2674,0.420506
SYNTHETIC_ILLUSTRATIVE,BR-091-T01,BR-091,Branched,11154,4826,0.432670,7496,2187,0.291756,7717,2174,0.281716
SYNTHETIC_ILLUSTRATIVE,BR-091-T02,BR-091,Branched,11154,5398,0.483952,7496,2081,0.277615,7717,2109,0.273293
SYNTHETIC_ILLUSTRATIVE,BR-091-T03,BR-091,Branched,11154,5819,0.521696,7496,2919,0.389408,7717,2083,0.269924
SYNTHETIC_ILLUSTRATIVE,BR-092-T01,BR-092,Branched,11540,6245,0.541161,7340,3247,0.442371,5713,2352,0.411693
SYNTHETIC_ILLUSTRATIVE,BR-092-T02,BR-092,Branched,11540,6280,0.544194,7340,2689,0.366349,5713,1724,0.301768
SYNTHETIC_ILLUSTRATIVE,BR-092-T03,BR-092,Branched,11540,5358,0.464298,7340,2240,0.305177,5713,1651,0.288990
SYNTHETIC_ILLUSTRATIVE,BR-093-T01,BR-093,Branched,11757,6086,0.517649,6152,2572,0.418075,5499,1778,0.323332
SYNTHETIC_ILLUSTRATIVE,BR-093-T02,BR-093,Branched,11757,5156,0.438547,6152,1955,0.317783,5499,1780,0.323695
SYNTHETIC_ILLUSTRATIVE,BR-093-T03,BR-093,Branched,11757,5116,0.435145,6152,2709,0.440345,5499,1690,0.307329
SYNTHETIC_ILLUSTRATIVE,BR-094-T01,BR-094,Branched,11211,5980,0.533405,7950,3278,0.412327,7386,2496,0.337937
SYNTHETIC_ILLUSTRATIVE,BR-094-T02,BR-094,Branched,11211,5972,0.532691,7950,2242,0.282013,7386,2278,0.308421
SYNTHETIC_ILLUSTRATIVE,BR-094-T03,BR-094,Branched,11211,6023,0.537240,7950,2744,0.345157,7386,2750,0.372326
SYNTHETIC_ILLUSTRATIVE,BR-095-T01,BR-095,Branched,10282,4501,0.437755,7996,2217,0.277264,6005,2540,0.422981
SYNTHETIC_ILLUSTRATIVE,BR-095-T02,BR-095,Branched,10282,5518,0.536666,7996,2498,0.312406,6005,1855,0.308909
SYNTHETIC_ILLUSTRATIVE,BR-095-T03,BR-095,Branched,10282,4226,0.411010,7996,2305,0.288269,6005,2200,0.366361
SYNTHETIC_ILLUSTRATIVE,BR-096-T01,BR-096,Branched,10145,5255,0.517989,6450,1769,0.274264,6895,1908,0.276722
SYNTHETIC_ILLUSTRATIVE,BR-096-T02,BR-096,Branched,10145,4833,0.476392,6450,2595,0.402326,6895,2406,0.348949
SYNTHETIC_ILLUSTRATIVE,BR-096-T03,BR-096,Branched,10145,5522,0.544308,6450,2243,0.347752,6895,2295,0.332850
SYNTHETIC_ILLUSTRATIVE,BR-097-T01,BR-097,Branched,11935,4818,0.403687,7327,2070,0.282517,4273,1553,0.363445
SYNTHETIC_ILLUSTRATIVE,BR-097-T02,BR-097,Branched,11935,6273,0.525597,7327,2036,0.277876,4273,1854,0.433887
SYNTHETIC_ILLUSTRATIVE,BR-097-T03,BR-097,Branched,11935,5264,0.441056,7327,2553,0.348437,4273,1256,0.293939
SYNTHETIC_ILLUSTRATIVE,BR-098-T01,BR-098,Branched,8715,3951,0.453356,7797,3135,0.402078,6298,2540,0.403303
SYNTHETIC_ILLUSTRATIVE,BR-098-T02,BR-098,Branched,8715,4611,0.529088,7797,2675,0.343081,6298,2614,0.415052
SYNTHETIC_ILLUSTRATIVE,BR-098-T03,BR-098,Branched,8715,3945,0.452668,7797,2466,0.316275,6298,1794,0.284852
SYNTHETIC_ILLUSTRATIVE,BR-099-T01,BR-099,Branched,8951,3937,0.439839,9002,2894,0.321484,4848,2027,0.418111
SYNTHETIC_ILLUSTRATIVE,BR-099-T02,BR-099,Branched,8951,4379,0.489219,9002,3016,0.335037,4848,1716,0.353960
SYNTHETIC_ILLUSTRATIVE,BR-099-T03,BR-099,Branched,8951,4108,0.458943,9002,3228,0.358587,4848,1680,0.346535
SYNTHETIC_ILLUSTRATIVE,BR-100-T01,BR-100,Branched,8372,3451,0.412207,8382,2845,0.339418,4467,1896,0.424446
SYNTHETIC_ILLUSTRATIVE,BR-100-T02,BR-100,Branched,8372,4110,0.490922,8382,2979,0.355404,4467,1241,0.277815
SYNTHETIC_ILLUSTRATIVE,BR-100-T03,BR-100,Branched,8372,3279,0.391663,8382,2598,0.309950,4467,1306,0.292366
SYNTHETIC_ILLUSTRATIVE,SQ-001-T01,SQ-001,Sequential,11993,11993,1.000000,8543,8543,1.000000,4115,4115,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-001-T02,SQ-001,Sequential,11993,11494,0.958392,8543,8543,1.000000,4115,4115,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-001-T03,SQ-001,Sequential,11993,11496,0.958559,8543,8543,1.000000,4115,4115,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-002-T01,SQ-002,Sequential,11839,11322,0.956331,7835,7835,1.000000,5155,5155,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-002-T02,SQ-002,Sequential,11839,11839,1.000000,7835,7835,1.000000,5155,5155,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-002-T03,SQ-002,Sequential,11839,11839,1.000000,7835,7835,1.000000,5155,5155,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-003-T01,SQ-003,Sequential,10507,10507,1.000000,8078,8078,1.000000,7712,7712,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-003-T02,SQ-003,Sequential,10507,10507,1.000000,8078,8078,1.000000,7712,7712,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-003-T03,SQ-003,Sequential,10507,10507,1.000000,8078,8078,1.000000,7712,7712,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-004-T01,SQ-004,Sequential,9237,9237,1.000000,6255,6255,1.000000,6527,6527,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-004-T02,SQ-004,Sequential,9237,9237,1.000000,6255,6255,1.000000,6527,6527,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-004-T03,SQ-004,Sequential,9237,9237,1.000000,6255,6255,1.000000,6527,6527,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-005-T01,SQ-005,Sequential,11995,11783,0.982326,7769,7769,1.000000,7981,7981,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-005-T02,SQ-005,Sequential,11995,11995,1.000000,7769,7769,1.000000,7981,7976,0.999374
SYNTHETIC_ILLUSTRATIVE,SQ-005-T03,SQ-005,Sequential,11995,11995,1.000000,7769,7769,1.000000,7981,7981,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-006-T01,SQ-006,Sequential,8647,8647,1.000000,8963,8963,1.000000,4822,4822,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-006-T02,SQ-006,Sequential,8647,8647,1.000000,8963,8963,1.000000,4822,4822,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-006-T03,SQ-006,Sequential,8647,8647,1.000000,8963,8963,1.000000,4822,4822,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-007-T01,SQ-007,Sequential,8278,8278,1.000000,7341,7341,1.000000,4103,4103,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-007-T02,SQ-007,Sequential,8278,8278,1.000000,7341,7341,1.000000,4103,4103,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-007-T03,SQ-007,Sequential,8278,8278,1.000000,7341,7341,1.000000,4103,4103,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-008-T01,SQ-008,Sequential,8322,8322,1.000000,6869,6869,1.000000,7818,7818,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-008-T02,SQ-008,Sequential,8322,8322,1.000000,6869,6869,1.000000,7818,7818,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-008-T03,SQ-008,Sequential,8322,8322,1.000000,6869,6869,1.000000,7818,7818,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-009-T01,SQ-009,Sequential,9809,9809,1.000000,8505,8505,1.000000,6851,6851,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-009-T02,SQ-009,Sequential,9809,9809,1.000000,8505,8505,1.000000,6851,6851,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-009-T03,SQ-009,Sequential,9809,9809,1.000000,8505,8505,1.000000,6851,6851,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-010-T01,SQ-010,Sequential,11795,10899,0.924036,6674,6674,1.000000,7925,7925,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-010-T02,SQ-010,Sequential,11795,11795,1.000000,6674,6674,1.000000,7925,7925,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-010-T03,SQ-010,Sequential,11795,11709,0.992709,6674,6674,1.000000,7925,7925,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-011-T01,SQ-011,Sequential,11750,11515,0.980000,6924,6924,1.000000,5892,5892,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-011-T02,SQ-011,Sequential,11750,10904,0.928000,6924,6924,1.000000,5892,5892,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-011-T03,SQ-011,Sequential,11750,11453,0.974723,6924,6924,1.000000,5892,5892,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-012-T01,SQ-012,Sequential,11184,10962,0.980150,8376,8376,1.000000,5770,5770,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-012-T02,SQ-012,Sequential,11184,11184,1.000000,8376,8376,1.000000,5770,5770,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-013-T01,SQ-013,Sequential,10853,10853,1.000000,8770,8770,1.000000,4744,4744,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-013-T02,SQ-013,Sequential,10853,10188,0.938727,8770,8770,1.000000,4744,4744,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-014-T01,SQ-014,Sequential,8006,8006,1.000000,9567,9567,1.000000,6838,6838,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-014-T02,SQ-014,Sequential,8006,8006,1.000000,9567,9567,1.000000,6838,6838,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-015-T01,SQ-015,Sequential,10321,10321,1.000000,6480,6480,1.000000,5151,5151,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-015-T02,SQ-015,Sequential,10321,10321,1.000000,6480,6480,1.000000,5151,5151,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-016-T01,SQ-016,Sequential,11191,11024,0.985077,8690,8690,1.000000,7282,7282,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-016-T02,SQ-016,Sequential,11191,11191,1.000000,8690,8690,1.000000,7282,7282,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-017-T01,SQ-017,Sequential,8108,8108,1.000000,9148,9148,1.000000,6404,6404,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-017-T02,SQ-017,Sequential,8108,8108,1.000000,9148,9148,1.000000,6404,6404,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-018-T01,SQ-018,Sequential,8274,8274,1.000000,6896,6896,1.000000,4669,4669,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-018-T02,SQ-018,Sequential,8274,8274,1.000000,6896,6896,1.000000,4669,4669,1.000000
SYNTHETIC_ILLUSTRATIVE,SQ-019-T01,SQ-019,Sequential,9656,9656,1.000000,9015,9015,1.000000,4316,4316,1.000000
