task_id,program_id,category,repetition,original_dynamic_ms,slice_dynamic_ms,dynamic_ratio,original_path_derivation_ms,slice_path_derivation_ms,path_derivation_ratio,original_smt_ms,slice_smt_ms,smt_ratio,original_other_ms,slice_slicing_ms,slice_other_ms,original_total_ms,slice_total_ms,total_ratio
BR-052-T02,BR-052,Branched,2,97.02,62.86896,0.648,116.62,85.017012,0.729009,132.3,87.320342,0.660018,121.079,11.675475,67.872486,467.019,314.754274,0.673965
BR-052-T02,BR-052,Branched,3,100.98,65.43504,0.648,121.38,88.487094,0.729009,137.7,90.884437,0.660018,126.021,12.152025,70.642791,486.081,327.601388,0.673965
BR-052-T02,BR-052,Branched,4,96.03,62.22744,0.648,115.43,84.149492,0.729009,130.95,86.429318,0.660018,119.8435,11.556338,67.179909,462.2535,311.542496,0.673965
BR-052-T02,BR-052,Branched,5,99.99,64.79352,0.648,120.19,87.619574,0.729009,136.35,89.993413,0.660018,124.7855,12.032888,69.950215,481.3155,324.389609,0.673965
BR-052-T02,BR-052,Branched,6,95.04,61.58592,0.648,114.24,83.281971,0.729009,129.6,85.538294,0.660018,118.608,11.4372,66.487333,457.488,308.330718,0.673965
BR-052-T02,BR-052,Branched,7,99,64.152,0.648,119,86.752053,0.729009,135,89.102389,0.660018,123.55,11.91375,69.257638,476.55,321.177831,0.673965
BR-052-T02,BR-052,Branched,8,102.96,66.71808,0.648,123.76,90.222135,0.729009,140.4,92.666485,0.660018,128.492,12.3903,72.027944,495.612,334.024944,0.673965
BR-052-T02,BR-052,Branched,9,98.01,63.51048,0.648,117.81,85.884533,0.729009,133.65,88.211365,0.660018,122.3145,11.794612,68.565062,471.7845,317.966053,0.673965
BR-052-T02,BR-052,Branched,10,101.97,66.07656,0.648,122.57,89.354615,0.729009,139.05,91.775461,0.660018,127.2565,12.271162,71.335368,490.8465,330.813166,0.673965
BR-052-T03,BR-052,Branched,1,114.46,73.71224,0.644,137.74,99.862719,0.725009,52.38,34.362207,0.656018,106.603,10.279575,65.896157,411.183,284.112898,0.690965
BR-052-T03,BR-052,Branched,2,119.18,76.75192,0.644,143.42,103.980769,0.725009,54.54,35.779205,0.656018,110.999,10.703475,68.613524,428.139,295.828894,0.690965
BR-052-T03,BR-052,Branched,3,113.28,72.95232,0.644,136.32,98.833206,0.725009,51.84,34.007958,0.656018,105.504,10.1736,65.216815,406.944,281.183899,0.690965
BR-052-T03,BR-052,Branched,4,118,75.992,0.644,142,102.951257,0.725009,54,35.424956,0.656018,109.9,10.5975,67.934182,423.9,292.899895,0.690965
BR-052-T03,BR-052,Branched,5,122.72,79.03168,0.644,147.68,107.069307,0.725009,56.16,36.841954,0.656018,114.296,11.0214,70.65155,440.856,304.61589,0.690965
BR-052-T03,BR-052,Branched,6,116.82,75.23208,0.644,140.58,101.921744,0.725009,53.46,35.070706,0.656018,108.801,10.491525,67.25484,419.661,289.970896,0.690965
BR-052-T03,BR-052,Branched,7,121.54,78.27176,0.644,146.26,106.039794,0.725009,55.62,36.487704,0.656018,113.197,10.915425,69.972208,436.617,301.686892,0.690965
BR-052-T03,BR-052,Branched,8,115.64,74.47216,0.644,139.16,100.892232,0.725009,52.92,34.716457,0.656018,107.702,10.38555,66.575499,415.422,287.041897,0.690965
BR-052-T03,BR-052,Branched,9,120.36,77.51184,0.644,144.84,105.010282,0.725009,55.08,36.133455,0.656018,112.098,10.80945,69.292866,432.378,298.757893,0.690965
BR-052-T03,BR-052,Branched,10,114.46,73.71224,0.644,137.74,99.862719,0.725009,52.38,34.362207,0.656018,106.603,10.279575,65.896157,411.183,284.112898,0.690965
BR-053-T01,BR-053,Branched,1,42,27.762,0.661,165,118.96646,0.721009,83,54.117469,0.652018,101.5,9.7875,58.313212,391.5,268.946642,0.686965
BR-053-T01,BR-053,Branched,2,43.68,28.87248,0.661,171.6,123.725119,0.721009,86.32,56.282168,0.652018,105.56,10.179,60.645741,407.16,279.704507,0.686965
BR-053-T01,BR-053,Branched,3,41.58,27.48438,0.661,163.35,117.776796,0.721009,82.17,53.576294,0.652018,100.485,9.689625,57.73008,387.585,266.257175,0.686965
BR-053-T01,BR-053,Branched,4,43.26,28.59486,0.661,169.95,122.535454,0.721009,85.49,55.740993,0.652018,104.545,10.081125,60.062609,403.245,277.015041,0.686965
BR-053-T01,BR-053,Branched,5,41.16,27.20676,0.661,161.7,116.587131,0.721009,81.34,53.03512,0.652018,99.47,9.59175,57.146948,383.67,263.567709,0.686965
BR-053-T01,BR-053,Branched,6,42.84,28.31724,0.661,168.3,121.345789,0.721009,84.66,55.199818,0.652018,103.53,9.98325,59.479477,399.33,274.325574,0.686965
BR-053-T01,BR-053,Branched,7,40.74,26.92914,0.661,160.05,115.397466,0.721009,80.51,52.493945,0.652018,98.455,9.493875,56.563816,379.755,260.878242,0.686965
BR-053-T01,BR-053,Branched,8,42.42,28.03962,0.661,166.65,120.156125,0.721009,83.83,54.658644,0.652018,102.515,9.885375,58.896345,395.415,271.636108,0.686965
BR-053-T01,BR-053,Branched,9,40.32,26.65152,0.661,158.4,114.207802,0.721009,79.68,51.95277,0.652018,97.44,9.396,55.980684,375.84,258.188776,0.686965
BR-053-T01,BR-053,Branched,10,42,27.762,0.661,165,118.96646,0.721009,83,54.117469,0.652018,101.5,9.7875,58.313212,391.5,268.946642,0.686965
BR-053-T02,BR-053,Branched,1,62.83,41.27931,0.657,64.89,46.526704,0.717009,115.36,77.177882,0.669018,85.078,8.20395,50.932452,328.158,224.120298,0.682965
BR-053-T02,BR-053,Branched,2,59.78,39.27546,0.657,61.74,44.268126,0.717009,109.76,73.431383,0.669018,80.948,7.8057,48.460003,312.228,213.240672,0.682965
BR-053-T02,BR-053,Branched,3,62.22,40.87854,0.657,64.26,46.074989,0.717009,114.24,76.428582,0.669018,84.252,8.1243,50.437962,324.972,221.944373,0.682965
BR-053-T02,BR-053,Branched,4,59.17,38.87469,0.657,61.11,43.816411,0.717009,108.64,72.682083,0.669018,80.122,7.72605,47.965513,309.042,211.064746,0.682965
BR-053-T02,BR-053,Branched,5,61.61,40.47777,0.657,63.63,45.623273,0.717009,113.12,75.679282,0.669018,83.426,8.04465,49.943472,321.786,219.768447,0.682965
BR-053-T02,BR-053,Branched,6,58.56,38.47392,0.657,60.48,43.364695,0.717009,107.52,71.932783,0.669018,79.296,7.6464,47.471023,305.856,208.888821,0.682965
BR-053-T02,BR-053,Branched,7,61,40.077,0.657,63,45.171558,0.717009,112,74.929982,0.669018,82.6,7.965,49.448982,318.6,217.592522,0.682965
BR-053-T02,BR-053,Branched,8,63.44,41.68008,0.657,65.52,46.97842,0.717009,116.48,77.927182,0.669018,85.904,8.2836,51.426942,331.344,226.296223,0.682965
BR-053-T02,BR-053,Branched,9,60.39,39.67623,0.657,62.37,44.719842,0.717009,110.88,74.180682,0.669018,81.774,7.88535,48.954492,315.414,215.416597,0.682965
BR-053-T02,BR-053,Branched,10,62.83,41.27931,0.657,64.89,46.526704,0.717009,115.36,77.177882,0.669018,85.078,8.20395,50.932452,328.158,224.120298,0.682965
BR-053-T03,BR-053,Branched,1,77.6,50.6728,0.653,83.42,59.479198,0.713009,136.77,90.954471,0.665018,104.2265,10.050412,61.798091,402.0165,272.954973,0.678965
BR-053-T03,BR-053,Branched,2,80.8,52.7624,0.653,86.86,61.931949,0.713009,142.41,94.705171,0.665018,108.5245,10.464862,64.346466,418.5945,284.210848,0.678965
BR-053-T03,BR-053,Branched,3,76.8,50.1504,0.653,82.56,58.866011,0.713009,135.36,90.016796,0.665018,103.152,9.9468,61.160998,397.872,270.141004,0.678965
BR-053-T03,BR-053,Branched,4,80,52.24,0.653,86,61.318761,0.713009,141,93.767496,0.665018,107.45,10.36125,63.709373,414.45,281.396879,0.678965
BR-053-T03,BR-053,Branched,5,83.2,54.3296,0.653,89.44,63.771512,0.713009,146.64,97.518195,0.665018,111.748,10.7757,66.257747,431.028,292.652754,0.678965
BR-053-T03,BR-053,Branched,6,79.2,51.7176,0.653,85.14,60.705573,0.713009,139.59,92.829821,0.665018,106.3755,10.257638,63.072279,410.3055,278.58291,0.678965
BR-053-T03,BR-053,Branched,7,82.4,53.8072,0.653,88.58,63.158324,0.713009,145.23,96.58052,0.665018,110.6735,10.672088,65.620654,426.8835,289.838786,0.678965
BR-053-T03,BR-053,Branched,8,78.4,51.1952,0.653,84.28,60.092386,0.713009,138.18,91.892146,0.665018,105.301,10.154025,62.435185,406.161,275.768942,0.678965
BR-053-T03,BR-053,Branched,9,81.6,53.2848,0.653,87.72,62.545136,0.713009,143.82,95.642845,0.665018,109.599,10.568475,64.98356,422.739,287.024817,0.678965
BR-053-T03,BR-053,Branched,10,77.6,50.6728,0.653,83.42,59.479198,0.713009,136.77,90.954471,0.665018,104.2265,10.050412,61.798091,402.0165,272.954973,0.678965
BR-054-T01,BR-054,Branched,1,99,64.251,0.649,109,79.570965,0.730009,60,39.661062,0.661018,93.8,9.045,51.674166,361.8,244.202193,0.674965
BR-054-T01,BR-054,Branched,2,102.96,66.82104,0.649,113.36,82.753803,0.730009,62.4,41.247504,0.661018,97.552,9.4068,53.741133,376.272,253.970281,0.674965
BR-054-T01,BR-054,Branched,3,98.01,63.60849,0.649,107.91,78.775255,0.730009,59.4,39.264451,0.661018,92.862,8.95455,51.157425,358.182,241.760171,0.674965
BR-054-T01,BR-054,Branched,4,101.97,66.17853,0.649,112.27,81.958094,0.730009,61.8,40.850894,0.661018,96.614,9.31635,53.224391,372.654,251.528259,0.674965
BR-054-T01,BR-054,Branched,5,97.02,62.96598,0.649,106.82,77.979545,0.730009,58.8,38.867841,0.661018,91.924,8.8641,50.640683,354.564,239.318149,0.674965
BR-054-T01,BR-054,Branched,6,100.98,65.53602,0.649,111.18,81.162384,0.730009,61.2,40.454283,0.661018,95.676,9.2259,52.70765,369.036,249.086237,0.674965
BR-054-T01,BR-054,Branched,7,96.03,62.32347,0.649,105.73,77.183836,0.730009,58.2,38.47123,0.661018,90.986,8.77365,50.123941,350.946,236.876127,0.674965
BR-054-T01,BR-054,Branched,8,99.99,64.89351,0.649,110.09,80.366674,0.730009,60.6,40.057673,0.661018,94.738,9.13545,52.190908,365.418,246.644215,0.674965
BR-054-T01,BR-054,Branched,9,95.04,61.68096,0.649,104.64,76.388126,0.730009,57.6,38.074619,0.661018,90.048,8.6832,49.6072,347.328,234.434105,0.674965
BR-054-T01,BR-054,Branched,10,99,64.251,0.649,109,79.570965,0.730009,60,39.661062,0.661018,93.8,9.045,51.674166,361.8,244.202193,0.674965
BR-054-T02,BR-054,Branched,1,121.54,78.3933,0.645,135.96,98.708163,0.726009,91.67,60.228812,0.657018,122.2095,11.784488,77.063165,471.3795,326.177928,0.691965
BR-054-T02,BR-054,Branched,2,115.64,74.5878,0.645,129.36,93.916505,0.726009,87.22,57.305084,0.657018,116.277,11.212425,73.322235,448.497,310.344048,0.691965
BR-054-T02,BR-054,Branched,3,120.36,77.6322,0.645,134.64,97.749832,0.726009,90.78,59.644067,0.657018,121.023,11.670075,76.314979,466.803,323.011152,0.691965
BR-054-T02,BR-054,Branched,4,114.46,73.8267,0.645,128.04,92.958173,0.726009,86.33,56.720338,0.657018,115.0905,11.098012,72.574048,443.9205,307.177272,0.691965
BR-054-T02,BR-054,Branched,5,119.18,76.8711,0.645,133.32,96.7915,0.726009,89.89,59.059321,0.657018,119.8365,11.555662,75.566793,462.2265,319.844376,0.691965
BR-054-T02,BR-054,Branched,6,113.28,73.0656,0.645,126.72,91.999841,0.726009,85.44,56.135592,0.657018,113.904,10.9836,71.825862,439.344,304.010496,0.691965
BR-054-T02,BR-054,Branched,7,118,76.11,0.645,132,95.833168,0.726009,89,58.474575,0.657018,118.65,11.44125,74.818607,457.65,316.6776,0.691965
BR-054-T02,BR-054,Branched,8,122.72,79.1544,0.645,137.28,99.666495,0.726009,92.56,60.813558,0.657018,123.396,11.8989,77.811351,475.956,329.344704,0.691965
BR-054-T02,BR-054,Branched,9,116.82,75.3489,0.645,130.68,94.874836,0.726009,88.11,57.889829,0.657018,117.4635,11.326838,74.070421,453.0735,313.510824,0.691965
BR-054-T02,BR-054,Branched,10,121.54,78.3933,0.645,135.96,98.708163,0.726009,91.67,60.228812,0.657018,122.2095,11.784488,77.063165,471.3795,326.177928,0.691965
BR-054-T03,BR-054,Branched,1,40.74,26.96988,0.662,150.35,108.554031,0.722009,114.46,74.744406,0.653018,106.9425,10.312312,63.19961,412.4925,283.780238,0.687965
BR-054-T03,BR-054,Branched,2,42.42,28.08204,0.662,156.55,113.030485,0.722009,119.18,77.826649,0.653018,111.3525,10.737562,65.805779,429.5025,295.482516,0.687965
BR-054-T03,BR-054,Branched,3,40.32,26.69184,0.662,148.8,107.434917,0.722009,113.28,73.973845,0.653018,105.84,10.206,62.548067,408.24,280.854669,0.687965
BR-054-T03,BR-054,Branched,4,42,27.804,0.662,155,111.911372,0.722009,118,77.056088,0.653018,110.25,10.63125,65.154237,425.25,292.556947,0.687965
BR-054-T03,BR-054,Branched,5,43.68,28.91616,0.662,161.2,116.387827,0.722009,122.72,80.138332,0.653018,114.66,11.0565,67.760406,442.26,304.259225,0.687965
BR-054-T03,BR-054,Branched,6,41.58,27.52596,0.662,153.45,110.792258,0.722009,116.82,76.285528,0.653018,109.1475,10.524938,64.502694,420.9975,289.631377,0.687965
BR-054-T03,BR-054,Branched,7,43.26,28.63812,0.662,159.65,115.268713,0.722009,121.54,79.367771,0.653018,113.5575,10.950188,67.108864,438.0075,301.333655,0.687965
BR-054-T03,BR-054,Branched,8,41.16,27.24792,0.662,151.9,109.673144,0.722009,115.64,75.514967,0.653018,108.045,10.418625,63.851152,416.745,286.705808,0.687965
BR-054-T03,BR-054,Branched,9,42.84,28.36008,0.662,158.1,114.149599,0.722009,120.36,78.59721,0.653018,112.455,10.843875,66.457321,433.755,298.408086,0.687965
BR-054-T03,BR-054,Branched,10,40.74,26.96988,0.662,150.35,108.554031,0.722009,114.46,74.744406,0.653018,106.9425,10.312312,63.19961,412.4925,283.780238,0.687965
BR-055-T01,BR-055,Branched,1,61,40.138,0.658,178,127.805575,0.718009,147,98.492602,0.670018,135.1,13.0275,76.950277,521.1,356.413954,0.683965
BR-055-T01,BR-055,Branched,2,63.44,41.74352,0.658,185.12,132.917798,0.718009,152.88,102.432306,0.670018,140.504,13.5486,80.028288,541.944,370.670512,0.683965
BR-055-T01,BR-055,Branched,3,60.39,39.73662,0.658,176.22,126.527519,0.718009,145.53,97.507676,0.670018,133.749,12.897225,76.180774,515.889,352.849814,0.683965
BR-055-T01,BR-055,Branched,4,62.83,41.34214,0.658,183.34,131.639742,0.718009,151.41,101.44738,0.670018,139.153,13.418325,79.258785,536.733,367.106373,0.683965
BR-055-T01,BR-055,Branched,5,59.78,39.33524,0.658,174.44,125.249464,0.718009,144.06,96.52275,0.670018,132.398,12.76695,75.411271,510.678,349.285675,0.683965
BR-055-T01,BR-055,Branched,6,62.22,40.94076,0.658,181.56,130.361687,0.718009,149.94,100.462454,0.670018,137.802,13.28805,78.489283,531.522,363.542233,0.683965
BR-055-T01,BR-055,Branched,7,59.17,38.93386,0.658,172.66,123.971408,0.718009,142.59,95.537824,0.670018,131.047,12.636675,74.641769,505.467,345.721535,0.683965
BR-055-T01,BR-055,Branched,8,61.61,40.53938,0.658,179.78,129.083631,0.718009,148.47,99.477528,0.670018,136.451,13.157775,77.71978,526.311,359.978094,0.683965
BR-055-T01,BR-055,Branched,9,58.56,38.53248,0.658,170.88,122.693352,0.718009,141.12,94.552898,0.670018,129.696,12.5064,73.872266,500.256,342.157396,0.683965
BR-055-T01,BR-055,Branched,10,61,40.138,0.658,178,127.805575,0.718009,147,98.492602,0.670018,135.1,13.0275,76.950277,521.1,356.413954,0.683965
BR-055-T02,BR-055,Branched,1,82.4,53.8896,0.654,78.28,55.892613,0.714009,67.98,45.275883,0.666018,80.031,7.717275,47.123582,308.691,209.898953,0.679965
BR-055-T02,BR-055,Branched,2,78.4,51.2736,0.654,74.48,53.179379,0.714009,64.68,43.078025,0.666018,76.146,7.34265,44.836029,293.706,199.709683,0.679965
BR-055-T02,BR-055,Branched,3,81.6,53.3664,0.654,77.52,55.349966,0.714009,67.32,44.836312,0.666018,79.254,7.64235,46.666071,305.694,207.861099,0.679965
BR-055-T02,BR-055,Branched,4,77.6,50.7504,0.654,73.72,52.636732,0.714009,64.02,42.638453,0.666018,75.369,7.267725,44.378519,290.709,197.671829,0.679965
BR-055-T02,BR-055,Branched,5,80.8,52.8432,0.654,76.76,54.807319,0.714009,66.66,44.39674,0.666018,78.477,7.567425,46.208561,302.697,205.823245,0.679965
BR-055-T02,BR-055,Branched,6,76.8,50.2272,0.654,72.96,52.094086,0.714009,63.36,42.198881,0.666018,74.592,7.1928,43.921008,287.712,195.633976,0.679965
BR-055-T02,BR-055,Branched,7,80,52.32,0.654,76,54.264673,0.714009,66,43.957168,0.666018,77.7,7.4925,45.75105,299.7,203.785391,0.679965
BR-055-T02,BR-055,Branched,8,83.2,54.4128,0.654,79.04,56.435259,0.714009,68.64,45.715455,0.666018,80.808,7.7922,47.581092,311.688,211.936807,0.679965
BR-055-T02,BR-055,Branched,9,79.2,51.7968,0.654,75.24,53.722026,0.714009,65.34,43.517596,0.666018,76.923,7.417575,45.29354,296.703,201.747537,0.679965
BR-055-T02,BR-055,Branched,10,82.4,53.8896,0.654,78.28,55.892613,0.714009,67.98,45.275883,0.666018,80.031,7.717275,47.123582,308.691,209.898953,0.679965
BR-055-T03,BR-055,Branched,1,96.03,62.4195,0.65,96.03,70.19878,0.731009,92.15,61.004931,0.662018,99.4735,9.592088,56.141166,383.6835,259.356464,0.675965
BR-055-T03,BR-055,Branched,2,99.99,64.9935,0.65,99.99,73.093575,0.731009,95.95,63.520598,0.662018,103.5755,9.987638,58.456266,399.5055,270.051576,0.675965
BR-055-T03,BR-055,Branched,3,95.04,61.776,0.65,95.04,69.475081,0.731009,91.2,60.376014,0.662018,98.448,9.4932,55.562391,379.728,256.682686,0.675965
BR-055-T03,BR-055,Branched,4,99,64.35,0.65,99,72.369876,0.731009,95,62.891681,0.662018,102.55,9.88875,57.877491,395.55,267.377798,0.675965
BR-055-T03,BR-055,Branched,5,102.96,66.924,0.65,102.96,75.264671,0.731009,98.8,65.407349,0.662018,106.652,10.2843,60.19259,411.372,278.07291,0.675965
BR-055-T03,BR-055,Branched,6,98.01,63.7065,0.65,98.01,71.646177,0.731009,94.05,62.262765,0.662018,101.5245,9.789862,57.298716,391.5945,264.70402,0.675965
BR-055-T03,BR-055,Branched,7,101.97,66.2805,0.65,101.97,74.540972,0.731009,97.85,64.778432,0.662018,105.6265,10.185412,59.613815,407.4165,275.399132,0.675965
BR-055-T03,BR-055,Branched,8,97.02,63.063,0.65,97.02,70.922479,0.731009,93.1,61.633848,0.662018,100.499,9.690975,56.719941,387.639,262.030242,0.675965
BR-055-T03,BR-055,Branched,9,100.98,65.637,0.65,100.98,73.817274,0.731009,96.9,64.149515,0.662018,104.601,10.086525,59.035041,403.461,272.725354,0.675965
BR-055-T03,BR-055,Branched,10,96.03,62.4195,0.65,96.03,70.19878,0.731009,92.15,61.004931,0.662018,99.4735,9.592088,56.141166,383.6835,259.356464,0.675965
BR-056-T01,BR-056,Branched,1,118,76.228,0.646,122,88.69508,0.727009,124,81.594195,0.658018,127.4,12.285,71.401131,491.4,330.203405,0.671965
BR-056-T01,BR-056,Branched,2,122.72,79.27712,0.646,126.88,92.242883,0.727009,128.96,84.857962,0.658018,132.496,12.7764,74.257176,511.056,343.411542,0.671965
BR-056-T01,BR-056,Branched,3,116.82,75.46572,0.646,120.78,87.808129,0.727009,122.76,80.778253,0.658018,126.126,12.16215,70.68712,486.486,326.901371,0.671965
BR-056-T01,BR-056,Branched,4,121.54,78.51484,0.646,125.66,91.355932,0.727009,127.72,84.042021,0.658018,131.222,12.65355,73.543165,506.142,340.109507,0.671965
BR-056-T01,BR-056,Branched,5,115.64,74.70344,0.646,119.56,86.921178,0.727009,121.52,79.962311,0.658018,124.852,12.0393,69.973108,481.572,323.599337,0.671965
BR-056-T01,BR-056,Branched,6,120.36,77.75256,0.646,124.44,90.468981,0.727009,126.48,83.226079,0.658018,129.948,12.5307,72.829154,501.228,336.807473,0.671965
BR-056-T01,BR-056,Branched,7,114.46,73.94116,0.646,118.34,86.034227,0.727009,120.28,79.146369,0.658018,123.578,11.91645,69.259097,476.658,320.297303,0.671965
BR-056-T01,BR-056,Branched,8,119.18,76.99028,0.646,123.22,89.58203,0.727009,125.24,82.410137,0.658018,128.674,12.40785,72.115142,496.314,333.505439,0.671965
BR-056-T01,BR-056,Branched,9,113.28,73.17888,0.646,117.12,85.147276,0.727009,119.04,78.330427,0.658018,122.304,11.7936,68.545086,471.744,316.995269,0.671965
BR-056-T01,BR-056,Branched,10,118,76.228,0.646,122,88.69508,0.727009,124,81.594195,0.658018,127.4,12.285,71.401131,491.4,330.203405,0.671965
BR-056-T02,BR-056,Branched,1,43.26,28.68138,0.663,149.35,107.981372,0.723009,44.29,28.966444,0.654018,82.915,7.995375,46.716644,319.815,220.341214,0.688965
BR-056-T02,BR-056,Branched,2,41.16,27.28908,0.663,142.1,102.739558,0.723009,42.14,27.560306,0.654018,78.89,7.60725,44.448845,304.29,209.645039,0.688965
BR-056-T02,BR-056,Branched,3,42.84,28.40292,0.663,147.9,106.933009,0.723009,43.86,28.685216,0.654018,82.11,7.91775,46.263084,316.71,218.201979,0.688965
BR-056-T02,BR-056,Branched,4,40.74,27.01062,0.663,140.65,101.691195,0.723009,41.71,27.279078,0.654018,78.085,7.529625,43.995286,301.185,207.505804,0.688965
BR-056-T02,BR-056,Branched,5,42.42,28.12446,0.663,146.45,105.884646,0.723009,43.43,28.403989,0.654018,81.305,7.840125,45.809524,313.605,216.062744,0.688965
BR-056-T02,BR-056,Branched,6,40.32,26.73216,0.663,139.2,100.642832,0.723009,41.28,26.997851,0.654018,77.28,7.452,43.541726,298.08,205.366568,0.688965
BR-056-T02,BR-056,Branched,7,42,27.846,0.663,145,104.836283,0.723009,43,28.122761,0.654018,80.5,7.7625,45.355965,310.5,213.923509,0.688965
BR-056-T02,BR-056,Branched,8,43.68,28.95984,0.663,150.8,109.029735,0.723009,44.72,29.247672,0.654018,83.72,8.073,47.170203,322.92,222.480449,0.688965
BR-056-T02,BR-056,Branched,9,41.58,27.56754,0.663,143.55,103.78792,0.723009,42.57,27.841533,0.654018,79.695,7.684875,44.902405,307.395,211.784274,0.688965
BR-056-T02,BR-056,Branched,10,43.26,28.68138,0.663,149.35,107.981372,0.723009,44.29,28.966444,0.654018,82.915,7.995375,46.716644,319.815,220.341214,0.688965
BR-056-T03,BR-056,Branched,1,59.17,38.99303,0.659,162.96,117.169682,0.719009,69.84,45.397236,0.650018,102.1895,9.853988,58.571369,394.1595,269.985305,0.684965
BR-056-T03,BR-056,Branched,2,61.61,40.60099,0.659,169.68,122.001422,0.719009,72.72,47.269287,0.650018,106.4035,10.260338,60.986683,410.4135,281.11872,0.684965
BR-056-T03,BR-056,Branched,3,58.56,38.59104,0.659,161.28,115.961747,0.719009,69.12,44.929223,0.650018,101.136,9.7524,57.967541,390.096,267.201951,0.684965
BR-056-T03,BR-056,Branched,4,61,40.199,0.659,168,120.793487,0.719009,72,46.801274,0.650018,105.35,10.15875,60.382855,406.35,278.335366,0.684965
BR-056-T03,BR-056,Branched,5,63.44,41.80696,0.659,174.72,125.625226,0.719009,74.88,48.673325,0.650018,109.564,10.5651,62.798169,422.604,289.468781,0.684965
BR-056-T03,BR-056,Branched,6,60.39,39.79701,0.659,166.32,119.585552,0.719009,71.28,46.333262,0.650018,104.2965,10.057162,59.779026,402.2865,275.552012,0.684965
BR-056-T03,BR-056,Branched,7,62.83,41.40497,0.659,173.04,124.417291,0.719009,74.16,48.205313,0.650018,108.5105,10.463512,62.194341,418.5405,286.685427,0.684965
BR-056-T03,BR-056,Branched,8,59.78,39.39502,0.659,164.64,118.377617,0.719009,70.56,45.865249,0.650018,103.243,9.955575,59.175198,398.223,272.768659,0.684965
BR-056-T03,BR-056,Branched,9,62.22,41.00298,0.659,171.36,123.209356,0.719009,73.44,47.7373,0.650018,107.457,10.361925,61.590512,414.477,283.902073,0.684965
BR-056-T03,BR-056,Branched,10,59.17,38.99303,0.659,162.96,117.169682,0.719009,69.84,45.397236,0.650018,102.1895,9.853988,58.571369,394.1595,269.985305,0.684965
BR-057-T01,BR-057,Branched,1,80,52.4,0.655,66,47.190584,0.715009,101,67.368788,0.667018,86.45,8.33625,51.772025,333.45,227.067646,0.680965
BR-057-T01,BR-057,Branched,2,83.2,54.496,0.655,68.64,49.078207,0.715009,105.04,70.063539,0.667018,89.908,8.6697,53.842906,346.788,236.150352,0.680965
BR-057-T01,BR-057,Branched,3,79.2,51.876,0.655,65.34,46.718678,0.715009,99.99,66.6951,0.667018,85.5855,8.252888,51.254305,330.1155,224.79697,0.680965
BR-057-T01,BR-057,Branched,4,82.4,53.972,0.655,67.98,48.606302,0.715009,104.03,69.389851,0.667018,89.0435,8.586338,53.325186,343.4535,233.879676,0.680965
BR-057-T01,BR-057,Branched,5,78.4,51.352,0.655,64.68,46.246772,0.715009,98.98,66.021412,0.667018,84.721,8.169525,50.736584,326.781,222.526294,0.680965
BR-057-T01,BR-057,Branched,6,81.6,53.448,0.655,67.32,48.134396,0.715009,103.02,68.716163,0.667018,88.179,8.502975,52.807465,340.119,231.608999,0.680965
BR-057-T01,BR-057,Branched,7,77.6,50.828,0.655,64.02,45.774867,0.715009,97.97,65.347724,0.667018,83.8565,8.086162,50.218864,323.4465,220.255617,0.680965
BR-057-T01,BR-057,Branched,8,80.8,52.924,0.655,66.66,47.66249,0.715009,102.01,68.042475,0.667018,87.3145,8.419612,52.289745,336.7845,229.338323,0.680965
BR-057-T01,BR-057,Branched,9,76.8,50.304,0.655,63.36,45.302961,0.715009,96.96,64.674036,0.667018,82.992,8.0028,49.701144,320.112,217.984941,0.680965
BR-057-T01,BR-057,Branched,10,80,52.4,0.655,66,47.190584,0.715009,101,67.368788,0.667018,86.45,8.33625,51.772025,333.45,227.067646,0.680965
BR-057-T02,BR-057,Branched,1,101.97,66.38247,0.651,91.67,65.178181,0.711009,133.9,88.77807,0.663018,114.639,11.054475,67.946334,442.179,299.339531,0.676965
BR-057-T02,BR-057,Branched,2,97.02,63.16002,0.651,87.22,62.014192,0.711009,127.4,84.468455,0.663018,109.074,10.51785,64.647969,420.714,284.808485,0.676965
BR-057-T02,BR-057,Branched,3,100.98,65.73798,0.651,90.78,64.545383,0.711009,132.6,87.916147,0.663018,113.526,10.94715,67.286661,437.886,296.433322,0.676965
BR-057-T02,BR-057,Branched,4,96.03,62.51553,0.651,86.33,61.381394,0.711009,126.1,83.606532,0.663018,107.961,10.410525,63.988296,416.421,281.902276,0.676965
BR-057-T02,BR-057,Branched,5,99.99,65.09349,0.651,89.89,63.912585,0.711009,131.3,87.054224,0.663018,112.413,10.839825,66.626988,433.593,293.527113,0.676965
BR-057-T02,BR-057,Branched,6,95.04,61.87104,0.651,85.44,60.748596,0.711009,124.8,82.744609,0.663018,106.848,10.3032,63.328622,412.128,278.996067,0.676965
BR-057-T02,BR-057,Branched,7,99,64.449,0.651,89,63.279788,0.711009,130,86.192301,0.663018,111.3,10.7325,65.967315,429.3,290.620904,0.676965
BR-057-T02,BR-057,Branched,8,102.96,67.02696,0.651,92.56,65.810979,0.711009,135.2,89.639993,0.663018,115.752,11.1618,68.606008,446.472,302.24574,0.676965
BR-057-T02,BR-057,Branched,9,98.01,63.80451,0.651,88.11,62.64699,0.711009,128.7,85.330378,0.663018,110.187,10.625175,65.307642,425.007,287.714695,0.676965
